"Path","Length","LastWriteTime","Extension","Directory"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\v4-mini\index.d.ts","37","22/11/2025 16:09:08",".ts","v4-mini"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\v4-mini\index.js","37","22/11/2025 16:09:01",".js","v4-mini"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\v4-mini\package.json","104","22/11/2025 16:09:06",".json","v4-mini"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\index.cjs","1486","22/11/2025 16:08:43",".cjs","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\index.d.cts","123","22/11/2025 16:08:53",".cts","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\index.d.ts","121","22/11/2025 16:09:08",".ts","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\index.js","121","22/11/2025 16:09:01",".js","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\LICENSE","1072","22/11/2025 16:08:37","","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\package.json","3797","22/11/2025 16:09:06",".json","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\zod\README.md","6281","22/11/2025 16:09:06",".md","zod"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\node_modules\.package-lock.json","1239","22/11/2025 16:09:06",".json","node_modules"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\index.ts","458","22/11/2025 16:09:08",".ts","types"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\package-lock.json","1355","22/11/2025 16:09:06",".json","types"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\types\package.json","143","22/11/2025 16:09:06",".json","types"
".\backend\node_modules\zod-to-json-schema\dist-test-v4\package.json","117","22/11/2025 16:09:06",".json","dist-test-v4"
".\backend\node_modules\zod-to-json-schema\.prettierrc.json","3","22/11/2025 16:09:06",".json","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\changelog.md","30117","22/11/2025 16:09:06",".md","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\contributing.md","388","22/11/2025 16:09:06",".md","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\createIndex.ts","743","22/11/2025 16:09:07",".ts","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\LICENSE","745","22/11/2025 16:08:37","","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\package.json","2882","22/11/2025 16:09:06",".json","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\postcjs.ts","111","22/11/2025 16:09:09",".ts","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\postesm.ts","127","22/11/2025 16:09:09",".ts","zod-to-json-schema"
".\backend\node_modules\zod-to-json-schema\README.md","33307","22/11/2025 16:09:06",".md","zod-to-json-schema"
".\backend\node_modules\.package-lock.json","207262","22/11/2025 13:24:00",".json","node_modules"
".\backend\scripts\initDatabase.js","3882","23/11/2025 07:38:43",".js","scripts"
".\backend\scripts\run_archive.js","1231","21/11/2025 09:57:55",".js","scripts"
".\backend\scripts\run_integration_check.js","1580","21/11/2025 09:57:55",".js","scripts"
".\backend\scripts\seedProviders.js","5631","22/11/2025 12:49:09",".js","scripts"
".\backend\scripts\testDatabase.js","4015","22/11/2025 10:30:12",".js","scripts"
".\backend\scripts\testProviderSystem.js","9087","22/11/2025 10:44:12",".js","scripts"
".\backend\src\config\advancedAI.js","3336","22/11/2025 15:35:53",".js","config"
".\backend\src\database\db.js","1466","23/11/2025 07:38:43",".js","database"
".\backend\src\database\mcp-server.js","7904","23/11/2025 07:38:43",".js","database"
".\backend\src\database\migrate.js","7492","23/11/2025 07:38:43",".js","database"
".\backend\src\database\schema.sql","4756","23/11/2025 07:38:43",".sql","database"
".\backend\src\db\repositories\conversationRepo.js","4461","22/11/2025 10:28:32",".js","repositories"
".\backend\src\db\repositories\providerConfigRepo.js","5759","22/11/2025 10:28:32",".js","repositories"
".\backend\src\db\connection.js","1558","22/11/2025 10:28:32",".js","db"
".\backend\src\db\schema.sql","2543","22/11/2025 10:28:32",".sql","db"
".\backend\src\middleware\apiKeyAuth.js","2159","23/11/2025 07:38:43",".js","middleware"
".\backend\src\routes\admin.js","4058","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\agents.js","4902","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\aiIntelligence.js","10220","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\apiKeys.js","1487","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\chat.js","5504","22/11/2025 10:42:58",".js","routes"
".\backend\src\routes\chatFiles.js","6235","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\command.js","1812","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\connectors.js","5325","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\credentials.js","7236","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\keypool.js","1775","22/11/2025 12:50:51",".js","routes"
".\backend\src\routes\patch.js","5981","22/11/2025 09:58:08",".js","routes"
".\backend\src\routes\providers.js","2962","23/11/2025 08:15:40",".js","routes"
".\backend\src\routes\reports.js","2473","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\scrape.js","3163","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\search.js","1413","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\streaming.js","2972","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\uploadFile.js","5513","23/11/2025 07:38:43",".js","routes"
".\backend\src\routes\uploadPatch.js","2430","21/11/2025 09:57:55",".js","routes"
".\backend\src\routes\workspace.js","3722","23/11/2025 07:38:43",".js","routes"
".\backend\src\services\ai\providers\anthropic.js","4341","23/11/2025 07:38:43",".js","providers"
".\backend\src\services\ai\providers\base.js","2496","23/11/2025 07:38:43",".js","providers"
".\backend\src\services\ai\providers\openai.js","4732","23/11/2025 07:38:43",".js","providers"
".\backend\src\services\ai\agentFactory.js","20693","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\ai\autonomousLearning.js","13280","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\ai\goalSystem.js","17933","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\ai\integrationFramework.js","17368","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\ai\registry.js","4548","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\ai\selfAwareness.js","12369","23/11/2025 07:38:43",".js","ai"
".\backend\src\services\providers\anthropic.provider.js","7491","22/11/2025 12:48:15",".js","providers"
".\backend\src\services\providers\base.provider.js","3403","22/11/2025 10:39:50",".js","providers"
".\backend\src\services\providers\openai.provider.js","5338","22/11/2025 10:39:54",".js","providers"
".\backend\src\services\providers\registry.js","5682","22/11/2025 12:50:42",".js","providers"
".\backend\src\services\anthropic.js","619","22/11/2025 12:35:50",".js","services"
".\backend\src\services\anthropicWrapper.js","559","21/11/2025 09:57:55",".js","services"
".\backend\src\services\conversationManager.js","9720","22/11/2025 15:35:54",".js","services"
".\backend\src\services\fileProcessor.js","3062","23/11/2025 07:38:43",".js","services"
".\backend\src\services\githubClone.js","1014","21/11/2025 09:57:55",".js","services"
".\backend\src\services\githubCrawler.js","1375","21/11/2025 09:57:55",".js","services"
".\backend\src\services\githubCrawler.mock.js","584","21/11/2025 09:57:55",".js","services"
".\backend\src\services\keyPoolManager.js","5980","22/11/2025 12:46:48",".js","services"
".\backend\src\services\knowledgeBase.js","9630","22/11/2025 15:35:54",".js","services"
".\backend\src\services\modelProvider.js","6461","22/11/2025 15:35:54",".js","services"
".\backend\src\services\moderation.js","373","21/11/2025 09:57:55",".js","services"
".\backend\src\services\pluginSystem.js","8768","22/11/2025 15:35:54",".js","services"
".\backend\src\services\scraper.js","5271","23/11/2025 07:38:43",".js","services"
".\backend\src\services\searchProvider.js","6103","23/11/2025 07:38:43",".js","services"
".\backend\src\utils\gitUtils.js","880","21/11/2025 09:57:55",".js","utils"
".\backend\src\utils\secretStore.js","1592","21/11/2025 09:57:55",".js","utils"
".\backend\src\utils\sensitive.js","806","21/11/2025 09:57:55",".js","utils"
".\backend\src\utils\validateEnv.js","2519","23/11/2025 07:38:43",".js","utils"
".\backend\src\utils\validateMessages.js","644","21/11/2025 09:57:55",".js","utils"
".\backend\src\workers\avWorker.js","3397","22/11/2025 09:58:42",".js","workers"
".\backend\src\server.js","8361","23/11/2025 07:38:43",".js","src"
".\backend\test-uploads\test.json","79","23/11/2025 07:38:43",".json","test-uploads"
".\backend\test-uploads\test.md","47","23/11/2025 07:38:43",".md","test-uploads"
".\backend\test-uploads\test.txt","32","23/11/2025 07:38:43",".txt","test-uploads"
".\backend\tests\anthropic.test.js","752","21/11/2025 09:57:55",".js","tests"
".\backend\tests\apiKeys.test.js","1519","21/11/2025 09:57:55",".js","tests"
".\backend\tests\archive.integration.test.js","2198","21/11/2025 09:57:55",".js","tests"
".\backend\tests\avWorker.test.js","1790","21/11/2025 09:57:55",".js","tests"
".\backend\tests\chat.test.js","1326","23/11/2025 07:38:44",".js","tests"
".\backend\tests\integration_check.test.js","1549","21/11/2025 09:57:55",".js","tests"
".\backend\tests\searchProvider.test.js","1296","21/11/2025 09:57:55",".js","tests"
".\backend\tests\uploadPatch.test.js","1270","21/11/2025 09:57:55",".js","tests"
".\backend\.env","3302","22/11/2025 12:47:31",".env","backend"
".\backend\.env.example","1011","23/11/2025 07:38:43",".example","backend"
".\backend\jest.config.cjs","185","21/11/2025 09:57:55",".cjs","backend"
".\backend\package-lock.json","274544","23/11/2025 07:38:43",".json","backend"
".\backend\package.json","726","23/11/2025 07:38:43",".json","backend"
".\backend\README_ARCHIVE.md","4181","21/11/2025 09:57:55",".md","backend"
".\backend\README.md","1772","22/11/2025 10:21:13",".md","backend"
".\config\.eslintrc.json","363","23/11/2025 07:38:44",".json","config"
".\config\.prettierrc.json","141","23/11/2025 07:38:44",".json","config"
".\config\docker-compose.yml","186","23/11/2025 07:38:44",".yml","config"
".\docs\ADVANCED_AI_FOUNDATION.md","11306","22/11/2025 15:35:54",".md","docs"
".\docs\AI_INTELLIGENCE_GUIDE.md","20462","23/11/2025 07:38:44",".md","docs"
".\docs\AI_INTELLIGENCE_QUICKSTART.md","9008","23/11/2025 07:38:44",".md","docs"
".\docs\AI_INTELLIGENCE_SUMMARY.md","10740","23/11/2025 07:38:44",".md","docs"
".\docs\ARCHITECTURE_EVOLUTION.md","23371","22/11/2025 10:51:28",".md","docs"
".\docs\AUDIT_RESULTS.md","17032","23/11/2025 07:38:44",".md","docs"
".\docs\CONTRIBUTING.md","10226","23/11/2025 07:38:44",".md","docs"
".\docs\FUTURISTIC_UI_COMPLETE.md","14110","23/11/2025 07:38:44",".md","docs"
".\docs\FUTURISTIC_UI.md","9797","23/11/2025 07:38:44",".md","docs"
".\docs\IMPLEMENTATION_GUIDE.md","26758","22/11/2025 10:07:11",".md","docs"
".\docs\MCP_GUIDE.md","9479","23/11/2025 07:38:44",".md","docs"
".\docs\MCP_QUICKSTART.md","6908","23/11/2025 07:38:44",".md","docs"
".\docs\MODERN_UI_FILE_UPLOAD.md","8239","23/11/2025 07:38:44",".md","docs"
".\docs\MULTI_KEY_ROTATION.md","7299","22/11/2025 12:53:50",".md","docs"
".\docs\MULTI_PROVIDER_GUIDE.md","12987","22/11/2025 10:45:42",".md","docs"
".\docs\PHASE_1_COMPLETE.md","8739","22/11/2025 12:58:02",".md","docs"
".\docs\PHASE_2_COMPLETE.md","10799","22/11/2025 10:51:28",".md","docs"
".\docs\PHASE_2_SUMMARY.md","10203","22/11/2025 10:51:28",".md","docs"
".\docs\PHASE1_COMPLETE.md","7191","23/11/2025 07:38:44",".md","docs"
".\docs\PHASE2_COMPLETE.md","10994","23/11/2025 07:38:44",".md","docs"
".\docs\PHASE3_COMPLETE.md","8178","23/11/2025 07:38:44",".md","docs"
".\docs\PHASE4_COMPLETE.md","10005","23/11/2025 07:38:44",".md","docs"
".\docs\PHASE4_TESTING_GUIDE.md","10762","23/11/2025 07:38:44",".md","docs"
".\docs\QUICK_REFERENCE.md","5431","22/11/2025 10:51:28",".md","docs"
".\docs\QUICK_START.md","7196","22/11/2025 10:32:21",".md","docs"
".\docs\QUICKSTART_MODERN_UI.md","3408","23/11/2025 07:38:44",".md","docs"
".\docs\QUICKSTART.md","7906","23/11/2025 07:38:44",".md","docs"
".\docs\REORGANIZATION_COMPLETE.md","7977","23/11/2025 07:38:44",".md","docs"
".\docs\REORGANIZATION_PLAN.md","6874","23/11/2025 07:38:44",".md","docs"
".\docs\SETUP.md","5743","23/11/2025 07:38:44",".md","docs"
".\docs\TODO_COMPLETE.md","5511","22/11/2025 10:55:51",".md","docs"
".\frontend\node_modules\.bin\autoprefixer","407","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\autoprefixer.cmd","334","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\autoprefixer.ps1","841","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\baseline-browser-mapping","421","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\baseline-browser-mapping.cmd","341","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\baseline-browser-mapping.ps1","869","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\browserslist","387","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\browserslist.cmd","324","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\browserslist.ps1","801","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\cssesc","383","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\cssesc.cmd","322","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\cssesc.ps1","793","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\esbuild","387","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\esbuild.cmd","324","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\esbuild.ps1","801","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\glob","391","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\glob.cmd","326","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\glob.ps1","809","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\jiti","381","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\jiti.cmd","321","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\jiti.ps1","789","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\jsesc","379","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\jsesc.cmd","320","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\jsesc.ps1","785","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\json5","381","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\json5.cmd","321","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\json5.ps1","789","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\loose-envify","387","19/11/2025 13:44:10","",".bin"
".\frontend\node_modules\.bin\loose-envify.cmd","324","19/11/2025 13:44:10",".cmd",".bin"
".\frontend\node_modules\.bin\loose-envify.ps1","801","19/11/2025 13:44:10",".ps1",".bin"
".\frontend\node_modules\.bin\marked","389","22/11/2025 13:19:00","",".bin"
".\frontend\node_modules\.bin\marked.cmd","325","22/11/2025 13:19:00",".cmd",".bin"
".\frontend\node_modules\.bin\marked.ps1","805","22/11/2025 13:19:00",".ps1",".bin"
".\frontend\node_modules\.bin\nanoid","391","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\nanoid.cmd","326","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\nanoid.ps1","809","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\node-which","389","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\node-which.cmd","325","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\node-which.ps1","805","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\parser","415","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\parser.cmd","338","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\parser.ps1","857","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\resolve","387","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\resolve.cmd","324","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\resolve.ps1","801","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\rollup","393","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\rollup.cmd","327","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\rollup.ps1","813","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\semver","389","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\semver.cmd","325","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\semver.ps1","805","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\sucrase","387","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\sucrase-node","397","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\sucrase-node.cmd","329","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\sucrase-node.ps1","821","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\sucrase.cmd","324","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\sucrase.ps1","801","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\tailwind","393","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\tailwind.cmd","327","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\tailwind.ps1","813","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\tailwindcss","393","22/11/2025 11:39:17","",".bin"
".\frontend\node_modules\.bin\tailwindcss.cmd","327","22/11/2025 11:39:17",".cmd",".bin"
".\frontend\node_modules\.bin\tailwindcss.ps1","813","22/11/2025 11:39:17",".ps1",".bin"
".\frontend\node_modules\.bin\update-browserslist-db","407","22/11/2025 11:39:17","",".bin"
